"","MAG","sample_name","sample_title","sample_name_ncbi_full","Site.x","Sample","Completeness","Conatmination","Strain_het","Size","Contigs","GC","N50","seqid","Site.y","bioproject_accession","SRA_accession","year","collection_date","depth","X.env_broad_scale","X.env_local_scale","X.env_medium","X.geo_loc_name","X.lat_lon","alkalinity","alkalinity_method","alkyl_diethers","altitude","aminopept_act","ammonium","atmospheric_data","bac_prod","bac_resp","bacteria_carb_prod","biomass","bishomohopanol","bromide","calcium","carb_nitro_ratio","chem_administration","chloride","chlorophyll","collection_method","conduc","density","diether_lipids","diss_carb_dioxide","diss_hydrogen","diss_inorg_carb","diss_inorg_nitro","diss_inorg_phosp","diss_org_carb","diss_org_nitro","diss_oxygen","down_par","elev","fluor","glucosidase_act","isolation_source","light_intensity","magnesium","mean_frict_vel","mean_peak_frict_vel","misc_param","n_alkanes","neg_cont_type","nitrate","nitrite","nitro","omics_observ_id","org_carb","org_matter","org_nitro","organism_count","oxy_stat_samp","part_org_carb","part_org_nitro","perturbation","petroleum_hydrocarb","ph","phaeopigments","phosphate","phosplipid_fatt_acid","photon_flux","pos_cont_type","potassium","pressure","primary_prod","redox_potential","ref_biomaterial","rel_to_oxygen","salinity","samp_collect_device","samp_mat_process","samp_size","samp_store_dur","samp_store_loc","samp_store_temp","samp_vol_we_dna_ext","silicate","size_frac","size_frac_low","size_frac_up","sodium","soluble_react_phosp","source_material_id","sulfate","sulfide","suspend_part_matter","temp","tidal_stage","tot_depth_water_col","tot_diss_nitro","tot_inorg_nitro","tot_nitro","tot_part_carb","tot_phosp","turbidity","water_current","description","derived_from","GTDB classification","Domain","Phylum","Class","Order","Family","Genus","Species","sample_name_ncbi"
"11","samp_4308_semibin_112","Dolichospermum sp._LV_2_7. Asembo Bay_2022_4","LV_2_samp_4308_7. Asembo Bay_2022","Dolichospermum sp._LV_2_7. Asembo Bay_2022_4","7. Asembo Bay","samp_4308",97.44,0.85,40,4.329799,369,37.1,18215,"LV_2","7. Asembo Bay","PRJNA1119566","SAMN41659671",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.1961_34.38861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","151.07 (ug/L)","Van dorn collection","146.4(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.61mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.9 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.4m ",NA,NA,NA,NA,NA,"10.1NTU",NA,"Site 16 Nearshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659671  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"12","samp_4311_VAMB_728","Dolichospermum sp._LV_5_9. Mid Gulf_2022","LV_5_samp_4311_9. Mid Gulf_2022","Dolichospermum sp._LV_5_9. Mid Gulf_2022","9. Mid Gulf","samp_4311",99,2.85,83.33,5.000063,1240,36.8,19224,"LV_5","9. Mid Gulf","PRJNA1119566","SAMN41659674",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"13","samp_4311_concoct_412","Dolichospermum sp._LV_5_9. Mid Gulf_2022_1","LV_5_samp_4311_9. Mid Gulf_2022","Dolichospermum sp._LV_5_9. Mid Gulf_2022_1","9. Mid Gulf","samp_4311",99,1.41,42.86,4.963826,658,37.1,19389,"LV_5","9. Mid Gulf","PRJNA1119566","SAMN41659674",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"14","samp_4311_maxbin_532","Dolichospermum sp._LV_5_9. Mid Gulf_2022_2","LV_5_samp_4311_9. Mid Gulf_2022","Dolichospermum sp._LV_5_9. Mid Gulf_2022_2","9. Mid Gulf","samp_4311",96.22,0.22,0,4.010508,265,37.4,22523,"LV_5","9. Mid Gulf","PRJNA1119566","SAMN41659674",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"15","samp_4311_metabat2_56","Dolichospermum sp._LV_5_9. Mid Gulf_2022_3","LV_5_samp_4311_9. Mid Gulf_2022","Dolichospermum sp._LV_5_9. Mid Gulf_2022_3","9. Mid Gulf","samp_4311",97.11,0.74,25,4.228192,293,37,21733,"LV_5","9. Mid Gulf","PRJNA1119566","SAMN41659674",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"16","samp_4311_metadecoder_629","Dolichospermum sp._LV_5_9. Mid Gulf_2022_4","LV_5_samp_4311_9. Mid Gulf_2022","Dolichospermum sp._LV_5_9. Mid Gulf_2022_4","9. Mid Gulf","samp_4311",96,0.3,0,4.053242,242,37,22523,"LV_5","9. Mid Gulf","PRJNA1119566","SAMN41659674",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"17","samp_4311_semibin_181","Dolichospermum sp._LV_5_9. Mid Gulf_2022_5","LV_5_samp_4311_9. Mid Gulf_2022","Dolichospermum sp._LV_5_9. Mid Gulf_2022_5","9. Mid Gulf","samp_4311",97.33,0.96,20,4.371571,323,37.1,21334,"LV_5","9. Mid Gulf","PRJNA1119566","SAMN41659674",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"18","samp_4312_VAMB_820","Dolichospermum sp._LV_6_9. Mid Gulf_2022","LV_6_samp_4312_9. Mid Gulf_2022","Dolichospermum sp._LV_6_9. Mid Gulf_2022","9. Mid Gulf","samp_4312",98.89,2.07,72.73,4.976007,1333,36.7,19690,"LV_6","9. Mid Gulf","PRJNA1119566","SAMN41659675",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659675  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"19","samp_4312_concoct_454","Dolichospermum sp._LV_6_9. Mid Gulf_2022_1","LV_6_samp_4312_9. Mid Gulf_2022","Dolichospermum sp._LV_6_9. Mid Gulf_2022_1","9. Mid Gulf","samp_4312",99.44,1.07,50,4.98812,675,37.1,20289,"LV_6","9. Mid Gulf","PRJNA1119566","SAMN41659675",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659675  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"20","samp_4312_maxbin_178","Dolichospermum sp._LV_6_9. Mid Gulf_2022_2","LV_6_samp_4312_9. Mid Gulf_2022","Dolichospermum sp._LV_6_9. Mid Gulf_2022_2","9. Mid Gulf","samp_4312",97.78,0.63,25,4.14069,280,37.3,23516,"LV_6","9. Mid Gulf","PRJNA1119566","SAMN41659675",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659675  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"21","samp_4312_metabat2_4","Dolichospermum sp._LV_6_9. Mid Gulf_2022_3","LV_6_samp_4312_9. Mid Gulf_2022","Dolichospermum sp._LV_6_9. Mid Gulf_2022_3","9. Mid Gulf","samp_4312",98.44,0.52,0,4.248357,295,36.9,23208,"LV_6","9. Mid Gulf","PRJNA1119566","SAMN41659675",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659675  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"22","samp_4312_metadecoder_625","Dolichospermum sp._LV_6_9. Mid Gulf_2022_4","LV_6_samp_4312_9. Mid Gulf_2022","Dolichospermum sp._LV_6_9. Mid Gulf_2022_4","9. Mid Gulf","samp_4312",97.88,0.45,0,4.114139,248,37,23516,"LV_6","9. Mid Gulf","PRJNA1119566","SAMN41659675",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659675  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"23","samp_4312_semibin_243","Dolichospermum sp._LV_6_9. Mid Gulf_2022_5","LV_6_samp_4312_9. Mid Gulf_2022","Dolichospermum sp._LV_6_9. Mid Gulf_2022_5","9. Mid Gulf","samp_4312",98.11,0.45,0,4.383509,319,37.2,23146,"LV_6","9. Mid Gulf","PRJNA1119566","SAMN41659675",2022,"6/25/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.2466_34.60327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","33.86 (ug/L)","Van dorn collection","144.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.17mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"43.5(ug/L)",NA,NA,NA,NA,"25degree C",NA,"6.8m ",NA,NA,NA,NA,NA,"14.5NTU",NA,"Site 18 Offshore R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659675  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"24","samp_4315_VAMB_280","Microcystis panniformis_A_LV_9_5. Mbita East_2022","LV_9_samp_4315_5. Mbita East_2022","Microcystis aeruginosa_LV_9_5. Mbita East_2022","5. Mbita East","samp_4315",92.91,5.74,60,4.230761,2568,43.5,2116,"LV_9","5. Mbita East","PRJNA1119566","SAMN41659678",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4155_34.20972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","24.61 (ug/L)","Van dorn collection","108.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.05mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.9 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"40.7(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"13m ",NA,NA,NA,NA,NA,"8.3NTU",NA,"Site 12 PN Diatoms R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659678  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis panniformis_A","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa"
"25","samp_4315_VAMB_286","Dolichospermum sp._LV_9_5. Mbita East_2022","LV_9_samp_4315_5. Mbita East_2022","Dolichospermum sp._LV_9_5. Mbita East_2022","5. Mbita East","samp_4315",96.36,2.38,53.85,3.87358,1731,37.4,3273,"LV_9","5. Mbita East","PRJNA1119566","SAMN41659678",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4155_34.20972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","24.61 (ug/L)","Van dorn collection","108.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.05mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.9 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"40.7(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"13m ",NA,NA,NA,NA,NA,"8.3NTU",NA,"Site 12 PN Diatoms R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659678  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
"26","samp_4315_concoct_98","Dolichospermum sp._LV_9_5. Mbita East_2022_1","LV_9_samp_4315_5. Mbita East_2022","Dolichospermum sp._LV_9_5. Mbita East_2022_1","5. Mbita East","samp_4315",95.09,1.49,55.56,3.688962,1297,37.8,3482,"LV_9","5. Mbita East","PRJNA1119566","SAMN41659678",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4155_34.20972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","24.61 (ug/L)","Van dorn collection","108.7(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.05mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.9 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"40.7(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"13m ",NA,NA,NA,NA,NA,"8.3NTU",NA,"Site 12 PN Diatoms R1","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659678  (SRA SUB14491329)","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp."
