BGC Locus,BGC Definition,Start,End,Length,Product,Locus Tag,Note,Gene Functions,Description,Gene Ontologies,Gene Kind
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,3238,3943,705,,ctg258_4,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,3939,4284,345,,ctg258_5,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,4291,5827,1536,,ctg258_6,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,5823,6756,933,,ctg258_7,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,6752,7682,930,,ctg258_8,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6;biosynthetic-additional (smcogs) SMCOG1262:haloalkane dehalogenase (Score: 89.6; E-value: 3.4e-27),,,biosynthetic-additional
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,7692,8127,435,,ctg258_9,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,8191,9442,1251,,ctg258_10,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,9485,9737,252,,ctg258_11,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,9733,10393,660,,ctg258_12,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,10440,11013,573,,ctg258_13,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,10939,11650,711,,ctg258_14,,biosynthetic-additional (smcogs) SMCOG1141:acyltransferase (Score: 142.5; E-value: 2.1e-43),,,biosynthetic-additional
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,11646,12540,894,,ctg258_15,,biosynthetic-additional (rule-based-clusters) PKS_AT;biosynthetic-additional (smcogs) SMCOG1021:malonyl CoA-acyl carrier protein transacylase (Score: 268; E-value: 3.3e-81),,,biosynthetic-additional
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,12569,13568,999,,ctg258_16,,biosynthetic-additional (rule-based-clusters) fabH;biosynthetic-additional (smcogs) SMCOG1084:3-oxoacyl-(acyl carrier protein) synthase III (Score: 328.6; E-value: 6.3e-100),,,biosynthetic-additional
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,13639,14950,1311,,ctg258_17,,,,,
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,14930,15677,747,,ctg258_18,,regulatory (smcogs) SMCOG1008:response regulator (Score: 237.1; E-value: 2.8e-72),,,regulatory
samp_4444_metadecoder_351_contig_152_terpene,samp_4444_metadecoder_351_contig_152_terpene,15771,16755,984,,ctg258_19,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,0,2643,2643,,ctg259_1,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,2655,3273,618,,ctg259_2,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,3492,4191,699,,ctg259_3,,"regulatory (smcogs) SMCOG1133:Transcription regulator, crp (Score: 116.8; E-value: 1.4e-35)",,,regulatory
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,4213,4447,234,,ctg259_4,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,4552,4990,438,,ctg259_5,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,5001,5907,906,,ctg259_6,,biosynthetic (rule-based-clusters) RiPP-like: DUF692,,,biosynthetic
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,5982,6213,231,,ctg259_7,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,6395,7127,732,,ctg259_8,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,7148,9155,2007,,ctg259_9,,biosynthetic-additional (smcogs) SMCOG1088:acyltransferase 3 (Score: 225.7; E-value: 1.5e-68),,,biosynthetic-additional
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,9164,9404,240,,ctg259_10,,,,,
samp_4444_metadecoder_351_contig_165_RiPP-like,samp_4444_metadecoder_351_contig_165_RiPP-like,9445,9640,195,,ctg259_11,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,0,1188,1188,,ctg260_1,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,1235,1937,702,,ctg260_2,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,2076,3066,990,,ctg260_3,,regulatory (smcogs) SMCOG1014:LysR family transcriptional regulator (Score: 198.8; E-value: 1.9e-60),,,regulatory
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,3072,3705,633,,ctg260_4,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,3701,4049,348,,ctg260_5,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,4198,5587,1389,,ctg260_6,,biosynthetic-additional (smcogs) SMCOG1222:dehydrogenase (Score: 45.2; E-value: 1.1e-13),,,biosynthetic-additional
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,5595,6519,924,,ctg260_7,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,6515,8090,1575,,ctg260_8,,"transport (smcogs) SMCOG1076:RND efflux system, outer membrane lipoprotein, (Score: 106.4; E-value: 2.2e-32)",,,transport
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,8067,9438,1371,,ctg260_9,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,9496,10264,768,,ctg260_10,,other (smcogs) SMCOG1157:hypothetical protein (Score: 117.5; E-value: 1.2e-35),,,other
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,10314,10536,222,,ctg260_11,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,10561,11611,1050,,ctg260_12,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,11640,12069,429,,ctg260_13,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,12058,13246,1188,,ctg260_14,,resistance (resist) tet_MFS_efflux (Score: 240; E-value: 2.5e-73);transport (smcogs) SMCOG1202:major facilitator transporter (Score: 112.5; E-value: 2.8e-34),,,transport
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,13242,14190,948,,ctg260_15,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6;biosynthetic-additional (smcogs) SMCOG1262:haloalkane dehalogenase (Score: 94.4; E-value: 1.2e-28),,,biosynthetic-additional
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,14186,14888,702,,ctg260_16,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 213.1; E-value: 7.2e-65),,,transport
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,14904,16101,1197,,ctg260_17,,,,,
samp_4313_concoct_735_contig_94_terpene,samp_4313_concoct_735_contig_94_terpene,16097,16517,420,,ctg260_18,,,,,
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,56,368,312,,ctg261_1,,biosynthetic-additional (rule-based-clusters) TIGR03798,,,biosynthetic-additional
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,470,833,363,,ctg261_2,,,,,
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,832,2008,1176,,ctg261_3,,biosynthetic-additional (rule-based-clusters) Aminotran_1_2;biosynthetic-additional (rule-based-clusters) DegT_DnrJ_EryC1;biosynthetic-additional (smcogs) SMCOG1019:aminotransferase (Score: 261.5; E-value: 2.2e-79),,,biosynthetic-additional
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,2009,2858,849,,ctg261_4,,transport (smcogs) SMCOG1069:putative ABC transporter permease protein (Score: 278.7; E-value: 7.6e-85),,,transport
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,2857,4498,1641,,ctg261_5,,biosynthetic-additional (rule-based-clusters) HMGL-like;biosynthetic-additional (smcogs) SMCOG1271:2-isopropylmalate synthase (Score: 445.3; E-value: 4.4e-135),,,biosynthetic-additional
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,4551,5079,528,,ctg261_6,,,,,
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,5146,6772,1626,,ctg261_7,,,,,
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,6768,7839,1071,,ctg261_8,,,,,
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,7838,9989,2151,,ctg261_9,,transport (smcogs) SMCOG1212:sodium:dicarboxylate symporter (Score: 83.4; E-value: 2.3e-25),,,transport
samp_4313_concoct_735_contig_188_terpene,samp_4313_concoct_735_contig_188_terpene,10001,10787,786,,ctg261_10,,biosynthetic (rule-based-clusters) terpene: Lycopene_cycl,,,biosynthetic
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,0,411,411,,ctg262_1,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,440,1598,1158,,ctg262_2,,transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 192; E-value: 2.3e-58),,,transport
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,3018,3135,117,,ctg262_3,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,3219,3420,201,,ctg262_4,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,3430,8572,5142,,ctg262_5,,biosynthetic (rule-based-clusters) hglE-KS: hglE;biosynthetic-additional (rule-based-clusters) PKS_AT;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 252.3; E-value: 1.5e-76),,,biosynthetic
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,8526,8664,138,,ctg262_6,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,8789,9428,639,,ctg262_7,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,9857,10754,897,,ctg262_8,,biosynthetic-additional (rule-based-clusters) Pkinase;regulatory (smcogs) SMCOG1030:serine/threonine protein kinase (Score: 193.3; E-value: 9.2e-59),,,regulatory
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,10967,12374,1407,,ctg262_9,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,12648,13344,696,,ctg262_10,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,13354,13525,171,,ctg262_11,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,13521,13920,399,,ctg262_12,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,14147,14945,798,,ctg262_13,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,15301,15613,312,,ctg262_14,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,15630,17307,1677,,ctg262_15,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,17717,18065,348,,ctg262_16,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,18152,18413,261,,ctg262_17,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,18482,18743,261,,ctg262_18,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,18855,19038,183,,ctg262_19,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,19497,19695,198,,ctg262_20,,,,,
samp_4449_metabat2_97_contig_255_hglE-KS,samp_4449_metabat2_97_contig_255_hglE-KS,20059,20929,870,,ctg262_21,,,,,
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,191,1268,1077,,ctg263_1,,,,,
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,1524,2709,1185,,ctg263_2,,biosynthetic-additional (rule-based-clusters) PF04055,,,biosynthetic-additional
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,2808,3594,786,,ctg263_3,,,,,
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,3660,4404,744,,ctg263_4,,,,,
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,4678,5215,537,,ctg263_5,,,,,
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,5392,6112,720,,ctg263_6,,biosynthetic-additional (rule-based-clusters) ene_KS;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 60.7; E-value: 2.2e-18),,,biosynthetic-additional
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,6177,8385,2208,,ctg263_7,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: ene_KS;biosynthetic-additional (smcogs) SMCOG1021:malonyl CoA-acyl carrier protein transacylase (Score: 153; E-value: 2.1e-46),,,biosynthetic
samp_4449_metabat2_97_contig_277_T1PKS,samp_4449_metabat2_97_contig_277_T1PKS,8398,8485,87,,ctg263_8,,,,,
samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,0,330,330,,ctg264_1,,,,,
samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,514,3868,3354,,ctg264_2,,biosynthetic (rule-based-clusters) lanthipeptide-class-ii: DUF4135;biosynthetic (rule-based-clusters) lanthipeptide-class-ii: LANC_like;biosynthetic-additional (smcogs) SMCOG1070:lanthionine synthetase C family protein (Score: 781.6; E-value: 1.9e-236),,,biosynthetic
samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,3882,4173,291,,ctg264_3,,,,,
samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,4379,4709,330,,ctg264_4,,biosynthetic-additional (rule-based-clusters) TIGR03798,,,biosynthetic-additional
samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,samp_4320_concoct_456_contig_168_lanthipeptide-class-ii,4845,4974,129,,ctg264_5,,,,,
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,1,3049,3048,,ctg265_1,,,,,
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,3048,3408,360,,ctg265_2,,,,,
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,3505,3643,138,,allorf_03506_03643,,biosynthetic-additional (lanthipeptides) predicted lanthipeptide,,,biosynthetic-additional
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,3684,3939,255,,ctg265_3,,,,,
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,4076,5705,1629,,ctg265_4,,other (smcogs) SMCOG1272:TPR repeat-containing protein (Score: 35.6; E-value: 9.4e-11),,,other
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,5737,9160,3423,,ctg265_5,,biosynthetic (rule-based-clusters) lanthipeptide-class-ii: DUF4135;biosynthetic (rule-based-clusters) lanthipeptide-class-ii: LANC_like;biosynthetic-additional (smcogs) SMCOG1070:lanthionine synthetase C family protein (Score: 673; E-value: 1.3e-203),,,biosynthetic
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,9267,9597,330,,ctg265_6,,biosynthetic-additional (rule-based-clusters) TIGR03798,,,biosynthetic-additional
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,9689,9833,144,,ctg265_7,,,,,
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,9940,10204,264,,ctg265_8,,,,,
samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,samp_4443_metabat2_135_contig_62_lanthipeptide-class-ii,10286,10676,390,,ctg265_9,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,1,163,162,,ctg266_1,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,240,1380,1140,,ctg266_2,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,1501,1615,114,,ctg266_3,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,1816,2116,300,,ctg266_4,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,2310,3126,816,,ctg266_5,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,3141,4101,960,,ctg266_6,,biosynthetic (rule-based-clusters) RiPP-like: DUF692,,,biosynthetic
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,4542,4890,348,,ctg266_7,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,4886,5147,261,,ctg266_8,,,,,
samp_4443_metabat2_135_contig_128_RiPP-like,samp_4443_metabat2_135_contig_128_RiPP-like,5186,6083,897,,ctg266_9,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,250,469,219,,ctg267_1,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,378,927,549,,ctg267_2,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,1078,2173,1095,,ctg267_3,,biosynthetic-additional (rule-based-clusters) LANC_like;biosynthetic-additional (smcogs) SMCOG1070:lanthionine synthetase C family protein (Score: 73.2; E-value: 1.9e-22),,,biosynthetic-additional
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,2166,3066,900,,ctg267_4,,biosynthetic (rule-based-clusters) lanthipeptide-class-v: HopA1,,,biosynthetic
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,3062,3953,891,,ctg267_5,,biosynthetic (rule-based-clusters) lanthipeptide-class-v: APH,,,biosynthetic
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,4131,6204,2073,,ctg267_6,,"biosynthetic-additional (rule-based-clusters) Peptidase_S8;biosynthetic-additional (smcogs) SMCOG1075:alkaline serine protease, subtilase family (Score: 257.8; E-value: 4.1e-78)",,,biosynthetic-additional
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,6907,7933,1026,,ctg267_7,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,7922,8756,834,,ctg267_8,,biosynthetic-additional (rule-based-clusters) TP_methylase,,,biosynthetic-additional
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,8790,9027,237,,ctg267_9,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,9249,10353,1104,,ctg267_10,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,10349,10913,564,,ctg267_11,,,,,
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,11041,13141,2100,,ctg267_12,,other (smcogs) SMCOG1037:heavy metal translocating P-type ATPase (Score: 466.8; E-value: 2.1e-141),,,other
samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,samp_4443_metabat2_135_contig_457_lanthipeptide-class-v,13142,14849,1707,,ctg267_13,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,1,985,984,,ctg268_1,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,1019,1838,819,,ctg268_2,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,1896,3207,1311,,ctg268_3,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,3214,4726,1512,,ctg268_4,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,4709,5564,855,,ctg268_5,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 209.3; E-value: 1e-63),,,transport
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,5624,6377,753,,ctg268_6,,biosynthetic-additional (smcogs) SMCOG1012:4'-phosphopantetheinyl transferase (Score: 181.6; E-value: 2.2e-55),,,biosynthetic-additional
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,6637,6922,285,,ctg268_7,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,6988,7186,198,,ctg268_8,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,7137,8364,1227,,ctg268_9,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,8480,9443,963,,ctg268_10,,biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 176.8; E-value: 8.8e-54),,,biosynthetic-additional
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,9449,20945,11496,,ctg268_11,,biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic-additional (rule-based-clusters) ADH_N;biosynthetic-additional (rule-based-clusters) ADH_zinc_N;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1021:malonyl CoA-acyl carrier protein transacylase (Score: 265.3; E-value: 2.2e-80),,,biosynthetic
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,21097,23185,2088,,ctg268_12,,biosynthetic-additional (rule-based-clusters) fabH;biosynthetic-additional (smcogs) SMCOG1084:3-oxoacyl-(acyl carrier protein) synthase III (Score: 117.9; E-value: 8.1e-36),,,biosynthetic-additional
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,23195,23897,702,,ctg268_13,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,23977,25507,1530,,ctg268_14,,,,,
samp_4443_metabat2_135_contig_520_T1PKS,samp_4443_metabat2_135_contig_520_T1PKS,25509,26562,1053,,ctg268_15,,,,,
samp_4317_maxbin_26_contig_19_microviridin,samp_4317_maxbin_26_contig_19_microviridin,0,132,132,,ctg269_1,,,,,
samp_4317_maxbin_26_contig_19_microviridin,samp_4317_maxbin_26_contig_19_microviridin,855,1005,150,,ctg269_2,,biosynthetic (rule-based-clusters) microviridin: mvd;biosynthetic (rule-based-clusters) microviridin: mvnA,,,biosynthetic
samp_4317_maxbin_26_contig_19_microviridin,samp_4317_maxbin_26_contig_19_microviridin,1282,2260,978,,ctg269_3,,,,,
samp_4317_maxbin_26_contig_19_microviridin,samp_4317_maxbin_26_contig_19_microviridin,2372,3347,975,,ctg269_4,,,,,
samp_4317_maxbin_26_contig_19_microviridin,samp_4317_maxbin_26_contig_19_microviridin,4025,4421,396,,ctg269_5,,,,,
samp_4317_maxbin_26_contig_19_microviridin,samp_4317_maxbin_26_contig_19_microviridin,4417,4726,309,,ctg269_6,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,230,2528,2298,,ctg270_1,,biosynthetic (rule-based-clusters) LAP: TIGR03604;biosynthetic (rule-based-clusters) LAP: YcaO;biosynthetic (rule-based-clusters) LAP: TIGR03882;biosynthetic-additional (rule-based-clusters) NHLP_CD_RRE;biosynthetic-additional (rule-based-clusters) Cyanobactin_D_RRE,,,biosynthetic
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,3089,3437,348,,ctg270_2,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,3543,4536,993,,ctg270_3,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,4614,4860,246,,ctg270_4,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,4885,5020,135,,ctg270_5,,,,,
